     1  0.1274391E-02  0.1477927E-02 -0.1641404E-02
     2  0.7902883E-03 -0.8638741E-03 -0.2277246E-02
     3 -0.1203932E-02  0.1909759E-02  0.6755333E-03
     4 -0.8750813E-04  0.1058972E-02 -0.2332773E-02
     5 -0.1698151E-02 -0.1479607E-03  0.1500970E-02
     6  0.1500270E-02  0.6842603E-03  0.1653838E-02
     7 -0.7017511E-03 -0.6426592E-03 -0.2353884E-02
     8  0.1362976E-02 -0.1992258E-02  0.5666216E-04
     9  0.3902056E-04  0.1272475E-04  0.2256865E-02
    10  0.1350250E-02 -0.5207923E-03 -0.2116677E-02
    11 -0.1244571E-02  0.2563723E-03 -0.2182512E-02
    12 -0.2238624E-02  0.5142619E-03  0.4388755E-03
    13  0.4532784E-03  0.1994558E-02  0.1173110E-02
    14  0.2249940E-02  0.2666295E-04  0.8330164E-03
    15  0.1757004E-02  0.4894884E-03  0.1482544E-02
    16  0.8767901E-04  0.2169493E-02  0.9433635E-03
    17  0.2593875E-03 -0.2004161E-02  0.1139514E-02
    18  0.3736818E-04  0.2012201E-03  0.2250150E-02
    19 -0.1839915E-02  0.1032324E-03 -0.1659410E-02
    20  0.2344577E-02 -0.7029381E-03 -0.3324551E-03
    21 -0.1442898E-02 -0.1063418E-02  0.1401066E-02
    22 -0.5318869E-04  0.8496454E-03 -0.2422576E-02
    23  0.2152114E-02 -0.1138936E-02  0.7947687E-04
    24 -0.2513186E-03 -0.9068548E-03 -0.2365729E-02
    25 -0.1260142E-02 -0.1862272E-02 -0.9116128E-03
    26  0.6260491E-03  0.2322732E-02 -0.6013409E-03
    27  0.4248445E-03  0.9465137E-03  0.2040483E-02
    28 -0.8653756E-03 -0.1027592E-02  0.1815957E-02
    29 -0.6331297E-03  0.4625151E-03  0.2116312E-02
    30 -0.1648318E-03  0.6909122E-03  0.2152332E-02
    31  0.8455264E-03  0.1558724E-02 -0.1839089E-02
    32 -0.3143569E-03 -0.5198253E-03  0.2167393E-02
    33 -0.5950593E-03  0.2267944E-02 -0.7626187E-03
    34 -0.1360574E-02  0.1553933E-02 -0.1379632E-02
    35 -0.1273695E-02  0.1381484E-02  0.1336145E-02
    36  0.8984614E-03 -0.2095689E-02  0.6328068E-03
    37 -0.7736846E-05  0.1639792E-02  0.1633026E-02
    38  0.2131535E-02 -0.2512098E-03 -0.1346344E-02
    39 -0.6450478E-04  0.1596028E-03  0.2250288E-02
    40 -0.1101047E-02  0.3500543E-03 -0.2254711E-02
    41 -0.3146607E-03 -0.1397195E-02  0.1762300E-02
    42  0.1798757E-02 -0.1413261E-02  0.6831325E-03
    43  0.2258049E-02  0.7133459E-03  0.5252474E-03
    44  0.9658568E-04 -0.2120059E-02 -0.1271284E-02
